household_id,PUMA,mgra,SPORDER,AGEP,SEX,ESR,COW,WKHP,SCHG,RAC1P,HISP,MIL,SCHL,OCCP,WKW,NAICS2,SOC2
24702,7301,7369,1,20,1,4.0,5.0,73.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24703,7301,7369,1,22,1,4.0,5.0,55.0,0,8,1,1.0,19.0,9825.0,1.0,MIL,55
24704,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24705,7301,7369,1,18,1,4.0,5.0,37.0,0,1,4,1.0,16.0,630.0,4.0,MIL,13
24706,7301,7369,1,22,1,4.0,5.0,55.0,0,8,2,1.0,16.0,7210.0,1.0,MIL,49
24707,7301,7369,1,22,1,4.0,5.0,50.0,0,1,23,1.0,16.0,5860.0,1.0,MIL,43
24708,7301,7369,1,20,1,4.0,5.0,50.0,0,8,23,1.0,16.0,9800.0,1.0,MIL,55
24709,7301,7369,1,27,1,4.0,5.0,50.0,0,8,2,1.0,19.0,9825.0,1.0,MIL,55
24710,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7640.0,1.0,MIL,49
24711,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,19.0,3802.0,1.0,MIL,33
24712,7301,7369,1,19,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9830.0,1.0,MIL,55
24713,7301,7369,1,21,1,4.0,5.0,45.0,0,1,1,1.0,18.0,7020.0,1.0,MIL,49
24714,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24715,7301,7369,1,27,1,4.0,5.0,50.0,0,9,1,1.0,16.0,7430.0,1.0,MIL,49
24716,7301,7369,1,20,1,4.0,5.0,50.0,0,9,3,1.0,16.0,6230.0,1.0,MIL,47
24717,7301,7369,1,23,1,4.0,5.0,40.0,0,1,1,1.0,19.0,1108.0,1.0,MIL,15
24718,7301,7369,1,20,1,4.0,5.0,50.0,0,9,5,1.0,16.0,9830.0,1.0,MIL,55
24719,7301,7369,1,18,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24720,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,5040.0,1.0,MIL,43
24721,7301,7369,1,21,1,4.0,5.0,55.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24722,7301,7369,1,21,1,4.0,5.0,50.0,0,9,2,1.0,16.0,9645.0,1.0,MIL,53
24723,7301,7369,1,20,1,4.0,5.0,50.0,0,2,1,1.0,21.0,9825.0,1.0,MIL,55
24724,7301,7369,1,20,1,4.0,5.0,60.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24725,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,18.0,7020.0,1.0,MIL,49
24726,7301,7369,1,23,1,4.0,5.0,75.0,0,1,1,1.0,16.0,3740.0,1.0,MIL,33
24727,7301,7369,1,23,1,4.0,5.0,60.0,0,8,2,1.0,16.0,9825.0,1.0,MIL,55
24728,7301,7369,1,24,1,4.0,5.0,50.0,0,1,1,1.0,16.0,1460.0,1.0,MIL,17
24729,7301,7369,1,23,1,4.0,5.0,50.0,0,8,2,1.0,16.0,9810.0,1.0,MIL,55
24730,7301,7369,1,22,2,4.0,5.0,50.0,0,2,1,1.0,16.0,7210.0,1.0,MIL,49
24731,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24732,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,19.0,3802.0,1.0,MIL,33
24733,7301,7369,1,20,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9130.0,1.0,MIL,53
24734,7301,7369,1,20,1,4.0,5.0,50.0,0,8,23,1.0,16.0,9800.0,1.0,MIL,55
24735,7301,7369,1,25,1,4.0,5.0,76.0,0,6,1,1.0,18.0,4020.0,1.0,MIL,35
24736,7301,7369,1,20,1,4.0,5.0,55.0,0,8,2,1.0,16.0,5040.0,1.0,MIL,43
24737,7301,7369,1,21,1,4.0,5.0,45.0,0,1,1,1.0,16.0,1108.0,1.0,MIL,15
24738,7301,7369,1,18,1,4.0,5.0,99.0,0,1,2,1.0,19.0,9825.0,5.0,MIL,55
24739,7301,7369,1,19,1,4.0,5.0,55.0,0,7,1,1.0,16.0,7000.0,1.0,MIL,49
24740,7301,7369,1,21,1,4.0,5.0,55.0,0,2,1,1.0,20.0,9830.0,1.0,MIL,55
24741,7301,7369,1,21,1,4.0,5.0,50.0,0,8,2,1.0,16.0,9825.0,1.0,MIL,55
24742,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,18.0,7020.0,1.0,MIL,49
24743,7301,7369,1,23,1,4.0,5.0,50.0,0,8,2,1.0,16.0,9825.0,1.0,MIL,55
24744,7301,7369,1,20,1,4.0,5.0,60.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24745,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,18.0,7020.0,1.0,MIL,49
24746,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7430.0,1.0,MIL,49
24747,7301,7369,1,29,1,4.0,5.0,50.0,0,9,1,1.0,19.0,9825.0,1.0,MIL,55
24748,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,19.0,3802.0,1.0,MIL,33
24749,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,20.0,9830.0,1.0,MIL,55
24750,7301,7369,1,20,1,4.0,5.0,50.0,0,6,1,1.0,16.0,9830.0,1.0,MIL,55
24751,7301,7369,1,22,1,4.0,5.0,40.0,0,9,2,1.0,19.0,9825.0,1.0,MIL,55
24752,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24753,7301,7369,1,21,1,4.0,5.0,50.0,0,8,11,1.0,16.0,4020.0,1.0,MIL,35
24754,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24755,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9645.0,1.0,MIL,53
24756,7301,7369,1,19,2,4.0,5.0,50.0,0,1,1,1.0,18.0,700.0,1.0,MIL,13
24757,7301,7369,1,19,2,4.0,5.0,60.0,0,1,1,1.0,16.0,7010.0,1.0,MIL,49
24758,7301,7369,1,21,1,4.0,5.0,50.0,0,9,2,1.0,16.0,9130.0,1.0,MIL,53
24759,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,19.0,7020.0,1.0,MIL,49
24760,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24761,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9645.0,1.0,MIL,53
24762,7301,7369,1,20,2,4.0,5.0,45.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24763,7301,7369,1,19,1,5.0,5.0,99.0,15,6,1,1.0,18.0,9830.0,1.0,MIL,55
24764,7301,7369,1,19,1,4.0,5.0,45.0,0,1,1,1.0,16.0,9300.0,1.0,MIL,53
24765,7301,7369,1,19,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24766,7301,7369,1,21,1,4.0,5.0,45.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24767,7301,7369,1,20,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,5.0,MIL,55
24768,7301,7369,1,21,1,4.0,5.0,50.0,0,1,2,1.0,16.0,4020.0,1.0,MIL,35
24769,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,19.0,7210.0,1.0,MIL,49
24770,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24771,7301,7369,1,19,1,4.0,5.0,60.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24772,7301,7369,1,22,1,4.0,5.0,45.0,0,2,1,1.0,16.0,5860.0,1.0,MIL,43
24773,7301,7369,1,19,1,4.0,5.0,55.0,0,1,1,1.0,18.0,9825.0,1.0,MIL,55
24774,7301,7369,1,22,1,4.0,5.0,50.0,0,1,23,1.0,16.0,5860.0,1.0,MIL,43
24775,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9645.0,1.0,MIL,53
24776,7301,7369,1,23,1,4.0,5.0,55.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24777,7301,7369,1,19,1,4.0,5.0,55.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24778,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7030.0,1.0,MIL,49
24779,7301,7369,1,19,1,4.0,5.0,45.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24780,7301,7369,1,20,1,4.0,5.0,45.0,0,1,1,1.0,16.0,3870.0,1.0,MIL,33
24781,7301,7369,1,19,1,4.0,5.0,50.0,0,1,2,1.0,16.0,6230.0,1.0,MIL,47
24782,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7100.0,1.0,MIL,49
24783,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24784,7301,7369,1,19,1,4.0,5.0,50.0,0,5,1,1.0,17.0,9825.0,1.0,MIL,55
24785,7301,7369,1,19,1,4.0,5.0,45.0,0,8,2,1.0,16.0,7020.0,1.0,MIL,49
24786,7301,7369,1,19,1,5.0,5.0,99.0,15,6,1,1.0,18.0,9830.0,1.0,MIL,55
24787,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7640.0,1.0,MIL,49
24788,7301,7369,1,23,1,4.0,5.0,60.0,0,8,2,1.0,16.0,9825.0,1.0,MIL,55
24789,7301,7369,1,20,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9130.0,1.0,MIL,53
24790,7301,7369,1,19,1,4.0,5.0,99.0,0,3,1,1.0,16.0,9825.0,6.0,MIL,55
24791,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24792,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,6835.0,1.0,MIL,47
24793,7301,7369,1,21,1,4.0,5.0,55.0,0,1,1,1.0,16.0,5040.0,1.0,MIL,43
24794,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,6230.0,1.0,MIL,47
24795,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7020.0,1.0,MIL,49
24796,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,19.0,9830.0,1.0,MIL,55
24797,7301,7369,1,23,1,4.0,5.0,50.0,0,3,1,1.0,16.0,9825.0,1.0,MIL,55
24798,7301,7369,1,21,1,4.0,5.0,55.0,0,1,1,1.0,18.0,1105.0,1.0,MIL,15
24799,7301,7369,1,20,1,4.0,5.0,55.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24800,7301,7369,1,28,1,4.0,5.0,50.0,0,1,1,1.0,16.0,6230.0,1.0,MIL,47
24801,7301,7369,1,20,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9130.0,1.0,MIL,53
24802,7301,7369,1,24,1,4.0,5.0,50.0,0,1,11,1.0,19.0,9830.0,1.0,MIL,55
24803,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24804,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24805,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24806,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24807,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,19.0,7140.0,1.0,MIL,49
24808,7301,7369,1,25,1,4.0,5.0,50.0,0,1,1,1.0,19.0,5040.0,1.0,MIL,43
24809,7301,7369,1,23,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9825.0,1.0,MIL,55
24810,7301,7369,1,22,1,4.0,5.0,50.0,0,2,1,1.0,16.0,7030.0,1.0,MIL,49
24811,7301,7369,1,23,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24812,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9645.0,1.0,MIL,53
24813,7301,7369,1,19,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,5.0,MIL,55
24814,7301,7369,1,22,2,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24815,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,1105.0,1.0,MIL,15
24816,7301,7369,1,21,1,4.0,5.0,50.0,0,8,2,1.0,16.0,7210.0,1.0,MIL,49
24817,7301,7369,1,20,1,4.0,5.0,45.0,0,2,1,1.0,16.0,9830.0,1.0,MIL,55
24818,7301,7369,1,27,1,4.0,5.0,72.0,0,1,1,1.0,16.0,7340.0,1.0,MIL,49
24819,7301,7369,1,18,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9645.0,1.0,MIL,53
24820,7301,7369,1,19,1,4.0,5.0,60.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24821,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,18.0,7020.0,1.0,MIL,49
24822,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7640.0,1.0,MIL,49
24823,7301,7369,1,22,1,4.0,5.0,50.0,0,8,2,1.0,16.0,5860.0,1.0,MIL,43
24824,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7010.0,1.0,MIL,49
24825,7301,7369,1,20,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,5.0,MIL,55
24826,7301,7369,1,18,1,4.0,5.0,32.0,0,1,2,1.0,18.0,9825.0,1.0,MIL,55
24827,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7100.0,1.0,MIL,49
24828,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7030.0,1.0,MIL,49
24829,7301,7369,1,24,1,4.0,5.0,50.0,0,1,1,1.0,16.0,1460.0,1.0,MIL,17
24830,7301,7369,1,21,1,4.0,5.0,45.0,0,1,1,1.0,19.0,1010.0,1.0,MIL,15
24831,7301,7369,1,21,1,4.0,5.0,50.0,0,2,1,1.0,16.0,9830.0,1.0,MIL,55
24832,7301,7369,1,19,1,4.0,5.0,55.0,0,7,1,1.0,16.0,7000.0,1.0,MIL,49
24833,7301,7369,1,22,1,4.0,5.0,78.0,0,1,1,1.0,16.0,7030.0,1.0,MIL,49
24834,7301,7369,1,22,1,4.0,5.0,40.0,0,8,2,1.0,16.0,9825.0,1.0,MIL,55
24835,7301,7369,1,20,1,4.0,5.0,60.0,0,2,1,1.0,16.0,9645.0,1.0,MIL,53
24836,7301,7369,1,20,1,4.0,5.0,40.0,0,1,2,1.0,16.0,9300.0,1.0,MIL,53
24837,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7200.0,1.0,MIL,49
24838,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7220.0,1.0,MIL,49
24839,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24840,7301,7369,1,22,1,4.0,5.0,40.0,0,1,1,1.0,19.0,9830.0,1.0,MIL,55
24841,7301,7369,1,20,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,5.0,MIL,55
24842,7301,7369,1,21,1,4.0,5.0,50.0,0,8,2,1.0,16.0,9825.0,1.0,MIL,55
24843,7301,7369,1,19,1,4.0,5.0,40.0,0,6,1,1.0,19.0,3740.0,1.0,MIL,33
24844,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,6835.0,1.0,MIL,47
24845,7301,7369,1,21,1,4.0,5.0,40.0,15,1,1,1.0,19.0,5040.0,1.0,MIL,43
24846,7301,7369,1,21,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,5.0,MIL,55
24847,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,3740.0,1.0,MIL,33
24848,7301,7369,1,21,1,4.0,5.0,55.0,0,2,1,1.0,18.0,9830.0,1.0,MIL,55
24849,7301,7369,1,19,1,4.0,5.0,55.0,0,1,1,1.0,16.0,8140.0,1.0,MIL,51
24850,7301,7369,1,28,1,4.0,5.0,40.0,0,2,1,1.0,19.0,9830.0,1.0,MIL,55
24851,7301,7369,1,19,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24852,7301,7369,1,21,1,4.0,5.0,45.0,0,1,1,1.0,16.0,1108.0,1.0,MIL,15
24853,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,3740.0,1.0,MIL,33
24854,7301,7369,1,28,1,4.0,5.0,55.0,0,1,1,1.0,16.0,9810.0,1.0,MIL,55
24855,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7020.0,1.0,MIL,49
24856,7301,7369,1,19,1,4.0,5.0,50.0,0,2,1,1.0,18.0,6765.0,1.0,MIL,47
24857,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24858,7301,7369,1,23,1,4.0,5.0,55.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24859,7301,7369,1,18,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7340.0,1.0,MIL,49
24860,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24861,7301,7369,1,23,1,4.0,5.0,64.0,0,1,1,1.0,16.0,7140.0,1.0,MIL,49
24862,7301,7369,1,22,1,4.0,5.0,50.0,0,6,1,1.0,20.0,7030.0,1.0,MIL,49
24863,7301,7369,1,21,1,4.0,5.0,50.0,0,9,1,1.0,16.0,9830.0,1.0,MIL,55
24864,7301,7369,1,22,1,4.0,5.0,50.0,0,6,1,1.0,20.0,7030.0,1.0,MIL,49
24865,7301,7369,1,19,1,4.0,5.0,40.0,0,1,4,1.0,16.0,9825.0,5.0,MIL,55
24866,7301,7369,1,20,1,4.0,5.0,45.0,0,1,1,1.0,19.0,3645.0,1.0,MIL,31
24867,7301,7369,1,22,2,4.0,5.0,50.0,0,2,1,1.0,16.0,7210.0,1.0,MIL,49
24868,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7020.0,1.0,MIL,49
24869,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24870,7301,7369,1,22,1,4.0,5.0,50.0,0,1,23,1.0,16.0,5860.0,1.0,MIL,43
24871,7301,7369,1,21,1,4.0,5.0,50.0,0,1,2,1.0,16.0,4020.0,1.0,MIL,35
24872,7301,7369,1,22,1,4.0,5.0,45.0,0,8,2,1.0,16.0,2145.0,1.0,MIL,23
24873,7301,7369,1,21,1,4.0,5.0,40.0,15,1,1,1.0,19.0,5040.0,1.0,MIL,43
24874,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24875,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24876,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24877,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24878,7301,7369,1,18,1,4.0,5.0,40.0,0,1,1,1.0,18.0,9825.0,1.0,MIL,55
24879,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7430.0,1.0,MIL,49
24880,7301,7369,1,18,1,4.0,5.0,50.0,0,1,2,1.0,18.0,9130.0,1.0,MIL,53
24881,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,5040.0,1.0,MIL,43
24882,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9645.0,1.0,MIL,53
24883,7301,7369,1,22,1,4.0,5.0,40.0,0,2,1,1.0,16.0,7340.0,1.0,MIL,49
24884,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7140.0,1.0,MIL,49
24885,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24886,7301,7369,1,21,1,4.0,5.0,50.0,0,6,1,1.0,16.0,1105.0,1.0,MIL,15
24887,7301,7369,1,19,1,4.0,5.0,40.0,0,8,2,1.0,16.0,9825.0,5.0,MIL,55
24888,7301,7369,1,22,1,4.0,5.0,50.0,0,6,1,1.0,20.0,7030.0,1.0,MIL,49
24889,7301,7369,1,22,1,4.0,5.0,50.0,0,8,5,1.0,16.0,9830.0,1.0,MIL,55
24890,7301,7369,1,19,1,4.0,5.0,50.0,0,8,23,1.0,16.0,6230.0,1.0,MIL,47
24891,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,18.0,6230.0,1.0,MIL,47
24892,7301,7369,1,20,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9130.0,1.0,MIL,53
24893,7301,7369,1,19,1,4.0,5.0,45.0,0,1,1,1.0,16.0,9300.0,1.0,MIL,53
24894,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24895,7301,7369,1,20,1,4.0,5.0,40.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24896,7301,7369,1,20,1,4.0,5.0,55.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24897,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,6230.0,1.0,MIL,47
24898,7301,7369,1,27,1,4.0,5.0,50.0,0,1,1,1.0,20.0,9825.0,1.0,MIL,55
24899,7301,7369,1,19,1,4.0,5.0,40.0,0,1,4,1.0,16.0,9825.0,5.0,MIL,55
24900,7301,7369,1,18,1,4.0,5.0,32.0,0,1,2,1.0,18.0,9825.0,1.0,MIL,55
24901,7301,7369,1,22,1,4.0,5.0,40.0,0,2,1,1.0,16.0,3740.0,1.0,MIL,33
24902,7301,7369,1,26,1,4.0,5.0,75.0,0,6,1,1.0,16.0,9310.0,1.0,MIL,53
24903,7301,7369,1,19,1,4.0,5.0,50.0,0,2,1,1.0,18.0,6765.0,1.0,MIL,47
24904,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24905,7301,7369,1,25,1,4.0,5.0,45.0,0,1,1,1.0,19.0,3645.0,1.0,MIL,31
24906,7301,7369,1,20,1,4.0,5.0,45.0,0,1,1,1.0,16.0,2145.0,1.0,MIL,23
24907,7301,7369,1,20,1,4.0,5.0,40.0,0,1,2,1.0,16.0,9300.0,1.0,MIL,53
24908,7301,7369,1,19,1,4.0,5.0,40.0,0,6,1,1.0,16.0,3740.0,1.0,MIL,33
24909,7301,7369,1,18,1,4.0,5.0,30.0,0,6,1,1.0,16.0,9830.0,1.0,MIL,55
24910,7301,7369,1,24,1,4.0,5.0,50.0,0,1,1,1.0,19.0,9825.0,1.0,MIL,55
24911,7301,7369,1,21,1,4.0,5.0,40.0,15,1,1,1.0,20.0,630.0,3.0,MIL,13
24912,7301,7369,1,28,1,4.0,5.0,50.0,0,1,1,1.0,16.0,6230.0,1.0,MIL,47
24913,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24914,7301,7369,1,19,1,4.0,5.0,50.0,0,8,3,1.0,16.0,9825.0,1.0,MIL,55
24915,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24916,7301,7369,1,22,1,4.0,5.0,55.0,0,1,1,1.0,16.0,7220.0,1.0,MIL,49
24917,7301,7369,1,21,1,4.0,5.0,45.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24918,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9130.0,1.0,MIL,53
24919,7301,7369,1,19,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7030.0,1.0,MIL,49
24920,7301,7369,1,21,1,4.0,5.0,40.0,15,1,1,1.0,19.0,5040.0,1.0,MIL,43
24921,7301,7369,1,24,1,4.0,5.0,50.0,0,8,2,1.0,16.0,6305.0,1.0,MIL,47
24922,7301,7369,1,24,1,4.0,5.0,50.0,0,1,1,1.0,16.0,1460.0,1.0,MIL,17
24923,7301,7369,1,23,1,4.0,5.0,60.0,0,1,1,1.0,16.0,9810.0,1.0,MIL,55
24924,7301,7369,1,22,1,4.0,5.0,60.0,0,1,1,1.0,16.0,7430.0,1.0,MIL,49
24925,7301,7369,1,23,1,4.0,5.0,50.0,0,8,2,1.0,16.0,9810.0,1.0,MIL,55
24926,7301,7369,1,24,1,4.0,5.0,50.0,0,1,11,1.0,19.0,9830.0,1.0,MIL,55
24927,7301,7369,1,23,1,4.0,5.0,64.0,0,1,1,1.0,16.0,7140.0,1.0,MIL,49
24928,7301,7369,1,30,1,4.0,5.0,55.0,0,1,1,1.0,16.0,7220.0,1.0,MIL,49
24929,7301,7369,1,23,1,4.0,5.0,55.0,0,1,23,1.0,16.0,9130.0,1.0,MIL,53
24930,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9825.0,1.0,MIL,55
24931,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7030.0,1.0,MIL,49
24932,7301,7369,1,19,1,4.0,5.0,50.0,0,1,2,1.0,16.0,6230.0,1.0,MIL,47
24933,7301,7369,1,20,1,4.0,5.0,50.0,0,1,2,1.0,16.0,9130.0,1.0,MIL,53
24934,7301,7369,1,20,1,4.0,5.0,50.0,0,8,3,1.0,16.0,9830.0,1.0,MIL,55
24935,7301,7369,1,21,1,4.0,5.0,50.0,0,8,17,1.0,18.0,9830.0,1.0,MIL,55
24936,7301,7369,1,22,1,4.0,5.0,60.0,0,8,3,1.0,18.0,9825.0,1.0,MIL,55
24937,7301,7369,1,25,1,4.0,5.0,76.0,0,6,1,1.0,18.0,4020.0,1.0,MIL,35
24938,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7210.0,1.0,MIL,49
24939,7301,7369,1,21,1,4.0,5.0,50.0,0,1,1,1.0,16.0,7020.0,1.0,MIL,49
24940,7301,7369,1,22,1,4.0,5.0,99.0,0,6,1,1.0,20.0,9830.0,6.0,MIL,55
24941,7301,7369,1,21,1,4.0,5.0,50.0,0,1,2,1.0,16.0,7140.0,1.0,MIL,49
24942,7301,7369,1,19,1,4.0,5.0,99.0,0,2,1,1.0,16.0,9825.0,6.0,MIL,55
24943,7301,7369,1,25,1,4.0,5.0,45.0,0,1,1,1.0,19.0,3645.0,1.0,MIL,31
24944,7301,7369,1,18,1,4.0,5.0,37.0,0,1,4,1.0,16.0,630.0,4.0,MIL,13
24945,7301,7369,1,22,1,4.0,5.0,50.0,0,1,1,1.0,16.0,9830.0,1.0,MIL,55
24946,7301,7369,1,27,1,4.0,5.0,50.0,0,1,1,1.0,19.0,9825.0,1.0,MIL,55
24947,7301,7369,1,20,1,4.0,5.0,50.0,0,1,1,1.0,16.0,5600.0,1.0,MIL,43
24948,7301,7369,1,23,1,4.0,5.0,50.0,0,6,1,1.0,19.0,110.0,1.0,MIL,11
24949,7301,7369,1,21,1,4.0,5.0,45.0,0,9,1,1.0,16.0,7210.0,1.0,MIL,49
